sekcja|dzial|grupa|klasa|podklasa|nazwa
C|28|28.3|28.30|28.30.Z|Produkcja maszyn dla rolnictwa i leśnictwa
C|28|28.4| | |Produkcja maszyn i narzędzi mechanicznych
C|28|28.4|28.41|28.41.Z|Produkcja maszyn do obróbki metalu
C|28|28.4|28.49|28.49.Z|Produkcja pozostałych narzędzi mechanicznych
C|28|28.9| | |Produkcja pozostałych maszyn specjalnego przeznaczenia
C|28|28.9|28.91|28.91.Z|Produkcja maszyn dla metalurgii
C|28|28.9|28.92|28.92.Z|Produkcja maszyn dla górnictwa i do wydobywania oraz budownictwa
C|28|28.9|28.93|28.93.Z|Produkcja maszyn stosowanych w przetwórstwie żywności, tytoniu i produkcji napojów
C|28|28.9|28.94|28.94.Z|Produkcja maszyn dla przemysłu tekstylnego, odzieżowego i skórzanego
C|28|28.9|28.95|28.95.Z|Produkcja maszyn dla przemysłu papierniczego
C|28|28.9|28.96|28.96.Z|Produkcja maszyn do obróbki gumy lub tworzyw sztucznych oraz wytwarzania wyrobów z tych materiałów
C|28|28.9|28.99|28.99.Z|Produkcja pozostałych maszyn specjalnego przeznaczenia, gdzie indziej niesklasyfikowana
C|29||||PRODUKCJA POJAZDÓW SAMOCHODOWYCH, PRZYCZEP I NACZEP, Z WYŁĄCZENIEM MOTOCYKLI
C|29|29.1|29.10||Produkcja pojazdów samochodowych, z wyłączeniem motocykli
C|29|29.1|29.10|29.10.A|Produkcja silników do pojazdów samochodowych (z wyłączeniem motocykli) oraz do ciągników rolniczych
C|29|29.1|29.10|29.10.B|Produkcja samochodów osobowych
C|29|29.1|29.10|29.10.C|Produkcja autobusów
C|29|29.1|29.10|29.10.D|Produkcja pojazdów samochodowych przeznaczonych do przewozu towarów
C|29|29.1|29.10|29.10.E|Produkcja pozostałych pojazdów samochodowych, z wyłączeniem motocykli
C|29|29.2|29.20|29.20.Z|Produkcja nadwozi do pojazdów silnikowych; produkcja przyczep i naczep
C|29|29.3| ||Produkcja części i akcesoriów do pojazdów silnikowych
C|29|29.3|29.31|29.31.Z|Produkcja wyposażenia elektrycznego i elektronicznego do pojazdów silnikowych
C|29|29.3|29.32|29.32.Z|Produkcja pozostałych części i akcesoriów do pojazdów silnikowych, z wyłączeniem motocykli
C|30||||PRODUKCJA POZOSTAŁEGO SPRZĘTU TRANSPORTOWEGO
C|30|30.1| ||Produkcja statków i łodzi
C|30|30.1|30.11|30.11.Z|Produkcja statków i konstrukcji pływających
C|30|30.1|30.12|30.12.Z|Produkcja łodzi wycieczkowych i sportowych
C|30|30.2|30.20|30.20.Z|Produkcja lokomotyw kolejowych oraz taboru szynowego
C|30|30.3|30.30|30.30.Z|Produkcja statków powietrznych, statków kosmicznych i podobnych maszyn
C|30|30.4|30.40|30.40.Z|Produkcja wojskowych pojazdów bojowych
C|30|30.9| | |Produkcja sprzętu transportowego, gdzie indziej niesklasyfikowana
C|30|30.9|30.91|30.91.Z|Produkcja motocykli
C|30|30.9|30.92|30.92.Z|Produkcja rowerów i wózków inwalidzkich
C|30|30.9|30.99|30.99.Z|Produkcja pozostałego sprzętu transportowego, gdzie indziej niesklasyfikowana
C|31|31.0|||PRODUKCJA MEBLI
C|31|31.0|31.01|31.01.Z|Produkcja mebli biurowych i sklepowych
C|31|31.0|31.02|31.02.Z|Produkcja mebli kuchennych
C|31|31.0|31.03|31.03.Z|Produkcja materaców
C|31|31.0|31.09|31.09.Z|Produkcja pozostałych mebli
C|32||||POZOSTAŁA PRODUKCJA WYROBÓW
C|32|32.1| | |Produkcja wyrobów jubilerskich, biżuterii i podobnych wyrobów
C|32|32.1|32.11|32.11.Z|Produkcja monet
C|32|32.1|32.12|32.12.Z|Produkcja wyrobów jubilerskich i podobnych
C|32|32.1|32.13|32.13.Z|Produkcja sztucznej biżuterii i wyrobów podobnych
C|32|32.2|32.20|32.20.Z|Produkcja instrumentów muzycznych
C|32|32.3|32.30|32.30.Z|Produkcja sprzętu sportowego
C|32|32.4|32.40|32.40.Z|Produkcja gier i zabawek
C|32|32.5|32.50|32.50.Z|Produkcja urządzeń, instrumentów oraz wyrobów medycznych, włączając dentystyczne
C|32|32.9| | |Produkcja wyrobów, gdzie indziej niesklasyfikowana
C|32|32.9|32.91|32.91.Z|Produkcja mioteł, szczotek i pędzli
C|32|32.9|32.99|32.99.Z|Produkcja pozostałych wyrobów, gdzie indziej niesklasyfikowana
C|33||||NAPRAWA, KONSERWACJA I INSTALOWANIE MASZYN I URZĄDZEŃ
C|33|33.1| ||Naprawa i konserwacja metalowych wyrobów gotowych, maszyn i urządzeń
C|33|33.1|33.11|33.11.Z|Naprawa i konserwacja metalowych wyrobów gotowych
C|33|33.1|33.12|33.12.Z|Naprawa i konserwacja maszyn
C|33|33.1|33.13|33.13.Z|Naprawa i konserwacja urządzeń elektronicznych i optycznych
C|33|33.1|33.14|33.14.Z|Naprawa i konserwacja urządzeń elektrycznych
C|33|33.1|33.15|33.15.Z|Naprawa i konserwacja statków i łodzi
C|33|33.1|33.16|33.16.Z|Naprawa i konserwacja statków powietrznych i statków kosmicznych
C|33|33.1|33.17|33.17.Z|Naprawa i konserwacja pozostałego sprzętu transportowego
C|33|33.1|33.19|33.19.Z|Naprawa i konserwacja pozostałego sprzętu i wyposażenia
C|33|33.2|33.20|33.20.Z|Instalowanie maszyn przemysłowych, sprzętu i wyposażenia
D|||||WYTWARZANIE I ZAOPATRYWANIE W ENERGIĘ ELEKTRYCZNĄ, GAZ, PARĘ WODNĄ, GORĄCĄ WODĘ I POWIETRZE DO UKŁADÓW KLIMATYZACYJNYCH
D|35||||WYTWARZANIE I ZAOPATRYWANIE W ENERGIĘ ELEKTRYCZNĄ, GAZ, PARĘ WODNĄ, GORĄCĄ WODĘ I POWIETRZE DO UKŁADÓW KLIMATYZACYJNYCH
D|35| 35.1| ||Wytwarzanie, przesyłanie, dystrybucja i handel energią elektryczną
D|35| 35.1|35.11|35.11.Z|Wytwarzanie energii elektrycznej
D|35| 35.1|35.12|35.12.Z|Przesyłanie energii elektrycznej
D|35| 35.1|35.13|35.13.Z|Dystrybucja energii elektrycznej
D|35| 35.1|35.14|35.14.Z|Handel energią elektryczną
D|35|35.2| | |Wytwarzanie paliw gazowych; dystrybucja i handel paliwami gazowymi w systemie sieciowym
D|35|35.2|35.21|35.21.Z|Wytwarzanie paliw gazowych
D|35|35.2|35.22|35.22.Z|Dystrybucja paliw gazowych w systemie sieciowym
D|35|35.2|35.23|35.23.Z|Handel paliwami gazowymi w systemie sieciowym
D|35|35.3|35.30|35.30.Z|Wytwarzanie i zaopatrywanie w parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych
E|||||DOSTAWA WODY; GOSPODAROWANIE ŚCIEKAMI I ODPADAMI ORAZ DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ
E|36|36.0|36.00|36.00.Z|POBÓR, UZDATNIANIE I DOSTARCZANIE WODY
E|37|37.0|37.00|37.00.Z|ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW
E|38| | | |DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW
E|38|38.1| | |Zbieranie odpadów
E|38|38.1|38.11|38.11.Z|Zbieranie odpadów innych niż niebezpieczne
E|38|38.1|38.12|38.12.Z|Zbieranie odpadów niebezpiecznych
E|38|38.2|||Przetwarzanie i unieszkodliwianie odpadów
E|38|38.2|38.21|38.21.Z|Obróbka i usuwanie odpadów innych niż niebezpieczne
E|38|38.2|38.22|38.22.Z|Przetwarzanie i unieszkodliwianie odpadów niebezpiecznych
E|38|38.3| | |Odzysk surowców
E|38|38.3|38.31|38.31.Z|Demontaż wyrobów zużytych
E|38|38.3|38.32|38.32.Z|Odzysk surowców z materiałów segregowanych
E|39|39.0|39.00|39.00.Z|DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ I POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z GOSPODARKĄ ODPADAMI
F|||||BUDOWNICTWO
F|41||||ROBOTY BUDOWLANE ZWIĄZANE ZE WZNOSZENIEM BUDYNKÓW
F|41|41.1|41.10|41.10.Z|Realizacja projektów budowlanych związanych ze wznoszeniem budynków
F|41|41.2|41.20|41.20.Z|Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych
F|42||||ROBOTY ZWIĄZANE Z BUDOWĄ OBIEKTÓW INŻYNIERII LĄDOWEJ I WODNEJ
F|42|42.1| | |Roboty związane z budową dróg kołowych i szynowych
F|42|42.1|42.11|42.11.Z|Roboty związane z budową dróg i autostrad
F|42|42.1|42.12|42.12.Z|Roboty związane z budową dróg szynowych i kolei podziemnej
F|42|42.1|42.13|42.13.Z|Roboty związane z budową mostów i tuneli
F|42|42.2| | |Roboty związane z budową rurociągów, linii telekomunikacyjnych i elektroenergetycznych
F|42|42.2|42.21|42.21.Z|Roboty związane z budową rurociągów przesyłowych i sieci rozdzielczych
F|42|42.2|42.22|42.22.Z|Roboty związane z budową linii telekomunikacyjnych i elektroenergetycznych
F|42|42.9| ||Roboty związane z budową pozostałych obiektów inżynierii lądowej i wodnej
F|42|42.9|42.91|42.91.Z|Roboty związane z budową obiektów inżynierii wodnej
F|42|42.9|42.99|42.99.Z|Roboty związane z budową pozostałych obiektów inżynierii lądowej i wodnej, gdzie indziej niesklasyfikowane
F|43||||ROBOTY BUDOWLANE SPECJALISTYCZNE
F|43|43.1| | |Rozbiórka i przygotowanie terenu pod budowę
F|43|43.1|43.11|43.11.Z|Rozbiórka i burzenie obiektów budowlanych
F|43|43.1|43.12|43.12.Z|Przygotowanie terenu pod budowę
F|43|43.1|43.13|43.13.Z|Wykonywanie wykopów i wierceń geologiczno-inżynierskich
F|43|43.2| | |Wykonywanie instalacji elektrycznych, wodno-kanalizacyjnych i pozostałych instalacji budowlanych
F|43|43.2|43.21|43.21.Z|Wykonywanie instalacji elektrycznych
F|43|43.2|43.22|43.22.Z|Wykonywanie instalacji wodno-kanalizacyjnych, cieplnych, gazowych i klimatyzacyjnych
F|43|43.2|43.29|43.29.Z|Wykonywanie pozostałych instalacji budowlanych
F|43|43.3| | |Wykonywanie robót budowlanych wykończeniowych
F|43|43.3|43.31|43.31.Z|Tynkowanie
F|43|43.3|43.32|43.32.Z|Zakładanie stolarki budowlanej
F|43|43.3|43.33|43.33.Z|Posadzkarstwo; tapetowanie i oblicowywanie ścian
F|43|43.3|43.34|43.34.Z|Malowanie i szklenie
F|43|43.3|43.39|43.39.Z|Wykonywanie pozostałych robót budowlanych wykończeniowych
F|43|43.9| | |Pozostałe specjalistyczne roboty budowlane
F|43|43.9|43.91|43.91.Z|Wykonywanie konstrukcji i pokryć dachowych
F|43|43.9|43.99|43.99.Z|Pozostałe specjalistyczne roboty budowlane, gdzie indziej niesklasyfikowane
G|||||HANDEL HURTOWY I DETALICZNY; NAPRAWA POJAZDÓW SAMOCHODOWYCH, WŁĄCZAJĄC MOTOCYKLE
G|45||||HANDEL HURTOWY I DETALICZNY POJAZDAMI SAMOCHODOWYMI; NAPRAWA POJAZDÓW SAMOCHODOWYCH
G|45|45.1| ||Sprzedaż hurtowa i detaliczna pojazdów samochodowych, z wyłączeniem motocykli
G|45|45.1|45.11|45.11.Z|Sprzedaż hurtowa i detaliczna samochodów osobowych i furgonetek
G|45|45.1|45.19|45.19.Z|Sprzedaż hurtowa i detaliczna pozostałych pojazdów samochodowych, z wyłączeniem motocykli
G|45|45.2|45.20|45.20.Z|Konserwacja i naprawa pojazdów samochodowych, z wyłączeniem motocykli
G|45|45.3|| |Sprzedaż hurtowa i detaliczna części i akcesoriów do pojazdów samochodowych, z wyłączeniem motocykli
G|45|45.3|45.31|45.31.Z|Sprzedaż hurtowa części i akcesoriów do pojazdów samochodowych, z wyłączeniem motocykli
G|45|45.3|45.32|45.32.Z|Sprzedaż detaliczna części i akcesoriów do pojazdów samochodowych, z wyłączeniem motocykli
G|45|45.4|45.40|45.40.Z|Sprzedaż hurtowa i detaliczna motocykli, ich naprawa i konserwacja  oraz sprzedaż hurtowa i detaliczna części i akcesoriów do nich
G|46||||HANDEL HURTOWY, Z WYŁĄCZENIEM HANDLU POJAZDAMI SAMOCHODOWYMI
G|46|46.1| ||Sprzedaż hurtowa realizowana na zlecenie
G|46|46.1|46.11|46.11.Z|Działalność agentów zajmujących się sprzedażą płodów rolnych, żywych zwierząt, surowców dla przemysłu tekstylnego i półproduktów
G|46|46.1|46.12|46.12.Z|Działalność agentów zajmujących się sprzedażą paliw, rud, metali i chemikaliów przemysłowych
G|46|46.1|46.13|46.13.Z|Działalność agentów zajmujących się sprzedażą drewna i materiałów budowlanych
G|46|46.1|46.14|46.14.Z|Działalność agentów zajmujących się sprzedażą maszyn, urządzeń przemysłowych, statków i samolotów
G|46|46.1|46.15|46.15.Z|Działalność agentów zajmujących się sprzedażą mebli, artykułów gospodarstwa domowego i drobnych wyrobów metalowych
G|46|46.1|46.16|46.16.Z|Działalność agentów zajmujących się sprzedażą wyrobów tekstylnych, odzieży, wyrobów futrzarskich, obuwia i artykułów skórzanych
G|46|46.1|46.17|46.17.Z|Działalność agentów zajmujących się sprzedażą żywności, napojów i wyrobów tytoniowych
G|46|46.1|46.18|46.18.Z|Działalność agentów specjalizujących się w sprzedaży pozostałych określonych towarów
G|46|46.1|46.19|46.19.Z|Działalność agentów zajmujących się sprzedażą towarów różnego rodzaju
G|46|46.2| ||Sprzedaż hurtowa płodów rolnych i żywych zwierząt
G|46|46.2|46.21|46.21.Z|Sprzedaż hurtowa zboża, nieprzetworzonego tytoniu, nasion i pasz dla zwierząt
G|46|46.2|46.22|46.22.Z|Sprzedaż hurtowa kwiatów i roślin
G|46|46.2|46.23|46.23.Z|Sprzedaż hurtowa żywych zwierząt
G|46|46.2|46.24|46.24.Z|Sprzedaż hurtowa skór
G|46|46.3| | |Sprzedaż hurtowa żywności, napojów i wyrobów tytoniowych
G|46|46.3|46.31|46.31.Z|Sprzedaż hurtowa owoców i warzyw
G|46|46.3|46.32|46.32.Z|Sprzedaż hurtowa mięsa i wyrobów z mięsa
G|46|46.3|46.33|46.33.Z|Sprzedaż hurtowa mleka, wyrobów mleczarskich, jaj, olejów i tłuszczów jadalnych
G|46|46.3|46.34||Sprzedaż hurtowa napojów alkoholowych i bezalkoholowych
G|46|46.3|46.34|46.34.A|Sprzedaż hurtowa napojów alkoholowych
G|46|46.3|46.34|46.34.B|Sprzedaż hurtowa napojów bezalkoholowych
G|46|46.3|46.35|46.35.Z|Sprzedaż hurtowa wyrobów tytoniowych
G|46|46.3|46.36|46.36.Z|Sprzedaż hurtowa cukru, czekolady, wyrobów cukierniczych i piekarskich
G|46|46.3|46.37|46.37.Z|Sprzedaż hurtowa herbaty, kawy, kakao i przypraw
G|46|46.3|46.38|46.38.Z|Sprzedaż hurtowa pozostałej żywności, włączając ryby, skorupiaki i mięczaki
G|46|46.3|46.39|46.39.Z|Sprzedaż hurtowa niewyspecjalizowana żywności, napojów i wyrobów tytoniowych
G|46|46.4| ||Sprzedaż hurtowa artykułów użytku domowego
G|46|46.4|46.41|46.41.Z|Sprzedaż hurtowa wyrobów tekstylnych
G|46|46.4|46.42|46.42.Z|Sprzedaż hurtowa odzieży i obuwia
G|46|46.4|46.43|46.43.Z|Sprzedaż hurtowa elektrycznych artykułów użytku domowego
G|46|46.4|46.44|46.44.Z|Sprzedaż hurtowa wyrobów porcelanowych, ceramicznych i szklanych oraz środków czyszczących
G|46|46.4|46.45|46.45.Z|Sprzedaż hurtowa perfum i kosmetyków
G|46|46.4|46.46|46.46.Z|Sprzedaż hurtowa wyrobów farmaceutycznych i medycznych
G|46|46.4|46.47|46.47.Z|Sprzedaż hurtowa mebli, dywanów i sprzętu oświetleniowego
G|46|46.4|46.48|46.48.Z|Sprzedaż hurtowa zegarków, zegarów i biżuterii
G|46|46.4|46.49|46.49.Z|Sprzedaż hurtowa pozostałych artykułów użytku domowego
G|46|46.5|||Sprzedaż hurtowa narzędzi technologii informacyjnej i komunikacyjnej
G|46|46.5|46.51|46.51.Z|Sprzedaż hurtowa komputerów, urządzeń peryferyjnych i oprogramowania
G|46|46.5|46.52|46.52.Z|Sprzedaż hurtowa sprzętu elektronicznego i telekomunikacyjnego oraz części do niego
G|46|46.6| | |Sprzedaż hurtowa maszyn, urządzeń i dodatkowego wyposażenia
G|46|46.6|46.61|46.61.Z|Sprzedaż hurtowa maszyn i urządzeń rolniczych oraz dodatkowego wyposażenia
G|46|46.6|46.62|46.62.Z|Sprzedaż hurtowa obrabiarek
G|46|46.6|46.63|46.63.Z|Sprzedaż hurtowa maszyn wykorzystywanych w górnictwie, budownictwie oraz inżynierii lądowej i wodnej
G|46|46.6|46.64|46.64.Z|Sprzedaż hurtowa maszyn dla przemysłu tekstylnego oraz maszyn do szycia i maszyn dziewiarskich
G|46|46.6|46.65|46.65.Z|Sprzedaż hurtowa mebli biurowych
G|46|46.6|46.66|46.66.Z|Sprzedaż hurtowa pozostałych maszyn i urządzeń biurowych
G|46|46.6|46.69|46.69.Z|Sprzedaż hurtowa pozostałych maszyn i urządzeń
G|46|46.7| | |Pozostała wyspecjalizowana sprzedaż hurtowa
G|46|46.7|46.71|46.71.Z|Sprzedaż hurtowa paliw i produktów pochodnych
G|46|46.7|46.72|46.72.Z|Sprzedaż hurtowa metali i rud metali
G|46|46.7|46.73|46.73.Z|Sprzedaż hurtowa drewna, materiałów budowlanych i wyposażenia sanitarnego
G|46|46.7|46.74|46.74.Z|Sprzedaż hurtowa wyrobów metalowych oraz sprzętu i dodatkowego wyposażenia hydraulicznego i grzejnego
G|46|46.7|46.75|46.75.Z|Sprzedaż hurtowa wyrobów chemicznych
G|46|46.7|46.76|46.76.Z|Sprzedaż hurtowa pozostałych półproduktów
G|46|46.7|46.77|46.77.Z|Sprzedaż hurtowa odpadów i złomu
G|46|46.9|46.90|46.90.Z|Sprzedaż hurtowa niewyspecjalizowana
G|47| | ||HANDEL DETALICZNY, Z WYŁĄCZENIEM HANDLU DETALICZNEGO POJAZDAMI SAMOCHODOWYMI
G|47|47.1| ||Sprzedaż detaliczna prowadzona w niewyspecjalizowanych sklepach
G|47|47.1|47.11|47.11.Z|Sprzedaż detaliczna prowadzona w niewyspecjalizowanych sklepach z przewagą żywności, napojów i wyrobów tytoniowych
G|47|47.1|47.19|47.19.Z|Pozostała sprzedaż detaliczna prowadzona w niewyspecjalizowanych sklepach
G|47|47.2| | |Sprzedaż detaliczna żywności, napojów i wyrobów tytoniowych prowadzona w wyspecjalizowanych sklepach
G|47|47.2|47.21|47.21.Z|Sprzedaż detaliczna owoców i warzyw prowadzona w wyspecjalizowanych sklepach
G|47|47.2|47.22|47.22.Z|Sprzedaż detaliczna mięsa i wyrobów z mięsa prowadzona w wyspecjalizowanych sklepach
G|47|47.2|47.23|47.23.Z|Sprzedaż detaliczna ryb, skorupiaków i mięczaków prowadzona w wyspecjalizowanych sklepach
G|47|47.2|47.24|47.24.Z|Sprzedaż detaliczna pieczywa, ciast, wyrobów ciastkarskich i cukierniczych prowadzona w wyspecjalizowanych sklepach
G|47|47.2|47.25|47.25.Z|Sprzedaż detaliczna napojów alkoholowych i bezalkoholowych prowadzona w wyspecjalizowanych sklepach
G|47|47.2|47.26|47.26.Z|Sprzedaż detaliczna wyrobów tytoniowych prowadzona w wyspecjalizowanych sklepach
G|47|47.2|47.29|47.29.Z|Sprzedaż detaliczna pozostałej żywności prowadzona w wyspecjalizowanych sklepach
G|47|47.3|47.30 |47.30.Z|Sprzedaż detaliczna paliw do pojazdów silnikowych na stacjach paliw
G|47|47.4|||Sprzedaż detaliczna narzędzi technologii informacyjnej i komunikacyjnej prowadzona w wyspecjalizowanych sklepach
G|47|47.4|47.41|47.41.Z|Sprzedaż detaliczna komputerów, urządzeń peryferyjnych i oprogramowania prowadzona w wyspecjalizowanych sklepach
G|47|47.4|47.42|47.42.Z|Sprzedaż detaliczna sprzętu telekomunikacyjnego prowadzona w wyspecjalizowanych sklepach
G|47|47.4|47.43|47.43.Z|Sprzedaż detaliczna sprzętu audiowizualnego prowadzona w wyspecjalizowanych sklepach
G|47|47.5| | |Sprzedaż detaliczna artykułów użytku domowego prowadzona w wyspecjalizowanych sklepach
G|47|47.5|47.51|47.51.Z|Sprzedaż detaliczna wyrobów tekstylnych prowadzona w wyspecjalizowanych sklepach
